device,useragent
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.3;; en-US Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_8; like Mac OS X) AppleWebKit/603.40 (KHTML, like Gecko)  Chrome/50.0.2670.248 Mobile Safari/603.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_8; like Mac OS X) AppleWebKit/534.34 (KHTML, like Gecko)  Chrome/55.0.3648.296 Mobile Safari/601.2"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/69.5
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Win64; x64; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Android; Android 4.4.4; MOTOROLA MOTOG Build/KVT49L) AppleWebKit/600.37 (KHTML, like Gecko)  Chrome/54.0.1122.302 Mobile Safari/601.5"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3) Gecko/20100101 Firefox/72.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_6_1; like Mac OS X) AppleWebKit/535.26 (KHTML, like Gecko)  Chrome/55.0.1110.273 Mobile Safari/603.4"
chrome,"Mozilla/5.0 (Linux; U; Linux i686 x86_64) AppleWebKit/602.11 (KHTML, like Gecko) Chrome/54.0.1772.397 Safari/535"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.50 (KHTML, like Gecko) Chrome/47.0.3829.155 Safari/601"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_6; like Mac OS X) AppleWebKit/537.38 (KHTML, like Gecko)  Chrome/52.0.3357.354 Mobile Safari/600.1"
chrome,"Mozilla/5.0 (Linux; U; Linux i576 ) AppleWebKit/601.48 (KHTML, like Gecko) Chrome/47.0.3455.288 Safari/601"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) AppleWebKit/533.36 (KHTML, like Gecko) Chrome/52.0.3203.235 Safari/603.3 Edge/10.84280"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; x64; en-US) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/49.0.2124.267 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/54.0.2831.164 Safari/602"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/74.6
android,"Mozilla/5.0 (Linux; Android 4.4.4; SAMSUNG SM-E500L Build/KTU84P) AppleWebKit/536.15 (KHTML, like Gecko)  Chrome/55.0.2572.318 Mobile Safari/602.0"
linux,Mozilla/5.0 (Linux i682 ) Gecko/20100101 Firefox/47.5
edge,"Mozilla/5.0 (Windows NT 10.0; x64; en-US) AppleWebKit/603.8 (KHTML, like Gecko) Chrome/47.0.2282.301 Safari/600.5 Edge/10.70073"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; WOW64; en-US Trident/6.0)
edge,"Mozilla/5.0 (Windows NT 10.5;) AppleWebKit/601.28 (KHTML, like Gecko) Chrome/49.0.1214.214 Safari/600.2 Edge/18.94445"
linux,Mozilla/5.0 (U; Linux i642 x86_64) Gecko/20130401 Firefox/62.4
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_8; like Mac OS X) AppleWebKit/600.23 (KHTML, like Gecko)  Chrome/48.0.1384.164 Mobile Safari/603.3"
android,"Mozilla/5.0 (Android; Android 4.4.4; Nexus_ 4 Build/KOT49H) AppleWebKit/600.1 (KHTML, like Gecko)  Chrome/52.0.3174.384 Mobile Safari/602.4"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3; en-US) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/55.0.3962.395 Safari/536"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.0;; en-US Trident/7.0)
windows,"Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/54.0.3339.344 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_9_3; like Mac OS X) AppleWebKit/600.30 (KHTML, like Gecko)  Chrome/48.0.3181.208 Mobile Safari/533.6"
chrome,"Mozilla/5.0 (U; Linux i545 x86_64; en-US) AppleWebKit/536.50 (KHTML, like Gecko) Chrome/54.0.3696.357 Safari/600"
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/603.23 (KHTML, like Gecko) Chrome/48.0.2247.174 Safari/534"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2; WOW64 Trident/6.0)
windows,Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64) Gecko/20130401 Firefox/74.7
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_8; en-US) Gecko/20100101 Firefox/45.1
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2) Gecko/20100101 Firefox/68.3
mobile,"Mozilla/5.0 (Linux; U; Android 7.1.1; LG-H910 Build/NRD90C) AppleWebKit/533.20 (KHTML, like Gecko)  Chrome/52.0.3475.385 Mobile Safari/536.5"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_2_3) Gecko/20100101 Firefox/67.5
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.4; LG-V510 Build/KOT49I) AppleWebKit/601.38 (KHTML, like Gecko)  Chrome/51.0.1712.207 Mobile Safari/603.9"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_5; like Mac OS X) AppleWebKit/602.48 (KHTML, like Gecko)  Chrome/53.0.2055.110 Mobile Safari/601.4"
edge,"Mozilla/5.0 (Windows NT 10.5;; en-US) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/54.0.3218.106 Safari/600.9 Edge/14.47242"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_1; en-US) AppleWebKit/600.17 (KHTML, like Gecko) Chrome/49.0.1845.245 Safari/533"
linux,Mozilla/5.0 (Linux i576 ; en-US) Gecko/20100101 Firefox/73.9
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_6; like Mac OS X) AppleWebKit/600.30 (KHTML, like Gecko)  Chrome/47.0.3604.120 Mobile Safari/535.4"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_0_0 like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko)  Chrome/54.0.1473.315 Mobile Safari/537.6"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_5_0; like Mac OS X) AppleWebKit/603.23 (KHTML, like Gecko)  Chrome/52.0.2022.231 Mobile Safari/602.1"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_8; like Mac OS X) AppleWebKit/602.7 (KHTML, like Gecko)  Chrome/48.0.2653.244 Mobile Safari/533.1"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; XT1080 Build/SU6-7.3) AppleWebKit/535.1 (KHTML, like Gecko)  Chrome/50.0.1705.102 Mobile Safari/603.8"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_9; like Mac OS X) AppleWebKit/533.46 (KHTML, like Gecko)  Chrome/55.0.1394.369 Mobile Safari/535.4"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_9; en-US) Gecko/20100101 Firefox/53.1
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.1; Win64; x64 Trident/6.0)
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; Trident/4.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_6) Gecko/20100101 Firefox/58.0
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/63.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_3; like Mac OS X) AppleWebKit/533.50 (KHTML, like Gecko)  Chrome/48.0.2783.250 Mobile Safari/600.6"
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/52.0.3348.391 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; WOW64; en-US) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/54.0.1847.332 Safari/603.3 Edge/8.64745"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_2) AppleWebKit/601.4 (KHTML, like Gecko) Chrome/47.0.2525.203 Safari/537"
mobile,"Mozilla/5.0 (Linux; U; Android 5.1.1; Nexus 6 Build/LRX22C) AppleWebKit/602.49 (KHTML, like Gecko)  Chrome/49.0.2708.388 Mobile Safari/600.8"
linux,Mozilla/5.0 (Linux i666 ) Gecko/20130401 Firefox/63.7
firefox,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/54.2
android,"Mozilla/5.0 (Linux; Android 4.4.4; LG-D600 Build/KOT49I) AppleWebKit/536.14 (KHTML, like Gecko)  Chrome/50.0.1956.336 Mobile Safari/603.3"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/49.0.2423.191 Safari/602"
firefox,Mozilla/5.0 (Windows; Windows NT 6.0; WOW64; en-US) Gecko/20130401 Firefox/53.3
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/48.0.1141.391 Safari/600.6 Edge/13.13514"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64) AppleWebKit/602.11 (KHTML, like Gecko) Chrome/49.0.3627.303 Safari/533"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.3; WOW64; en-US) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/55.0.2568.224 Safari/534"
mobile,"Mozilla/5.0 (Linux; Android 5.0.1; SM-N910F Build/LRX22C) AppleWebKit/537.32 (KHTML, like Gecko)  Chrome/55.0.2025.188 Mobile Safari/601.2"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/48.0.1651.399 Safari/533.0 Edge/14.28871"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_8 like Mac OS X) AppleWebKit/603.26 (KHTML, like Gecko)  Chrome/52.0.3197.284 Mobile Safari/601.0"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64; en-US) AppleWebKit/602.5 (KHTML, like Gecko) Chrome/55.0.1683.391 Safari/535"
android,"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/601.30 (KHTML, like Gecko)  Chrome/51.0.3782.297 Mobile Safari/536.8"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;; en-US) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/48.0.2246.380 Safari/603.9 Edge/10.89976"
android,"Mozilla/5.0 (Android; Android 7.1; Xperia Build/NDE63X) AppleWebKit/537.33 (KHTML, like Gecko)  Chrome/50.0.2000.158 Mobile Safari/602.9"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/601.21 (KHTML, like Gecko) Chrome/48.0.2027.292 Safari/533.0 Edge/11.40708"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_4) AppleWebKit/535.34 (KHTML, like Gecko) Chrome/53.0.2955.240 Safari/600"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0;) AppleWebKit/535.28 (KHTML, like Gecko) Chrome/53.0.3784.155 Safari/533"
windows,Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) Gecko/20100101 Firefox/47.4
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/56.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_2; like Mac OS X) AppleWebKit/600.50 (KHTML, like Gecko)  Chrome/55.0.2012.255 Mobile Safari/601.4"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) AppleWebKit/601.31 (KHTML, like Gecko) Chrome/55.0.1931.258 Safari/600.5 Edge/10.48360"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/54.0.3755.113 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 10.3; x64) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/52.0.1356.206 Safari/603"
windows,"Mozilla/5.0 (Windows NT 6.0; x64; en-US) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/47.0.1043.341 Safari/601"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/534.19 (KHTML, like Gecko) Chrome/50.0.1761.126 Safari/601"
windows,Mozilla/5.0 (Windows NT 6.3; Win64; x64) Gecko/20130401 Firefox/67.8
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; x64 Trident/4.0)
windows,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64) AppleWebKit/535.5 (KHTML, like Gecko) Chrome/54.0.3053.343 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_0; en-US) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/50.0.3875.183 Safari/601"
firefox,Mozilla/5.0 (Linux; U; Linux i540 ; en-US) Gecko/20100101 Firefox/61.5
chrome,"Mozilla/5.0 (Linux; U; Linux i560 x86_64; en-US) AppleWebKit/600.3 (KHTML, like Gecko) Chrome/50.0.3602.115 Safari/536"
android,"Mozilla/5.0 (Android; Android 5.0.1; SAMSUNG SM-A700H Build/LMY47X) AppleWebKit/534.48 (KHTML, like Gecko)  Chrome/47.0.2697.108 Mobile Safari/603.9"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_7; en-US) AppleWebKit/534.8 (KHTML, like Gecko) Chrome/53.0.1950.143 Safari/600"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/54.0.2328.387 Safari/603"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/50.4
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_3; like Mac OS X) AppleWebKit/600.30 (KHTML, like Gecko)  Chrome/49.0.2121.295 Mobile Safari/603.6"
android,"Mozilla/5.0 (Android; Android 4.4.1; SAMSUNG SM-N9006 Build/KOT49H) AppleWebKit/535.38 (KHTML, like Gecko)  Chrome/53.0.2828.109 Mobile Safari/603.1"
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 10.0; WOW64 Trident/5.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_8; en-US) Gecko/20130401 Firefox/66.4
android,"Mozilla/5.0 (Linux; U; Android 4.3.1; Ascend G320 Build/JLS36I) AppleWebKit/534.3 (KHTML, like Gecko)  Chrome/51.0.1001.307 Mobile Safari/600.7"
windows,"Mozilla/5.0 (Windows; Windows NT 10.0; WOW64) AppleWebKit/537.10 (KHTML, like Gecko) Chrome/51.0.3893.334 Safari/600"
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G9350FD Build/LMY47X) AppleWebKit/603.5 (KHTML, like Gecko)  Chrome/48.0.3039.244 Mobile Safari/536.8"
mobile,"Mozilla/5.0 (Android; Android 4.4.1; LG-F400K Build/KOT49H) AppleWebKit/601.6 (KHTML, like Gecko)  Chrome/55.0.1665.332 Mobile Safari/537.4"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; x64 Trident/4.0)
edge,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/535.26 (KHTML, like Gecko) Chrome/52.0.1282.311 Safari/534.9 Edge/13.74207"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7; en-US) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/49.0.1857.345 Safari/537"
mobile,"Mozilla/5.0 (Android; Android 7.0; Xperia V Build/NDE63X) AppleWebKit/601.14 (KHTML, like Gecko)  Chrome/55.0.1909.327 Mobile Safari/534.7"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/54.0.2736.325 Safari/601"
android,"Mozilla/5.0 (Linux; Android 4.4.1; E:number:20-23:30 Build/24.0.B.1.34) AppleWebKit/537.34 (KHTML, like Gecko)  Chrome/55.0.2080.298 Mobile Safari/535.8"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; x64) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/51.0.2488.366 Safari/601.4 Edge/13.76033"
linux,Mozilla/5.0 (Linux; U; Linux i660 x86_64; en-US) Gecko/20100101 Firefox/70.1
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6 Build/NPD90G) AppleWebKit/601.44 (KHTML, like Gecko)  Chrome/48.0.1650.320 Mobile Safari/533.3"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/49.0.3808.107 Safari/537"
android,"Mozilla/5.0 (Linux; Android 5.1; MOTO XT1570 MOTO X STYLE Build/LPH223) AppleWebKit/602.43 (KHTML, like Gecko)  Chrome/54.0.1538.314 Mobile Safari/600.5"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_9; en-US) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/50.0.3919.105 Safari/601"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2; WOW64) AppleWebKit/601.46 (KHTML, like Gecko) Chrome/52.0.2701.182 Safari/536.4 Edge/10.76387"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/51.0.1276.119 Safari/534"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_9_5) Gecko/20100101 Firefox/56.0
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1) Gecko/20100101 Firefox/59.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_7; like Mac OS X) AppleWebKit/534.30 (KHTML, like Gecko)  Chrome/50.0.3936.228 Mobile Safari/535.6"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_3; like Mac OS X) AppleWebKit/534.14 (KHTML, like Gecko)  Chrome/48.0.3558.175 Mobile Safari/603.2"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US) AppleWebKit/534.48 (KHTML, like Gecko) Chrome/55.0.2962.126 Safari/536"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; XT1032 Build/[KXB20.9|KXC21.5]) AppleWebKit/600.15 (KHTML, like Gecko)  Chrome/54.0.1957.131 Mobile Safari/533.1"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_3_1; like Mac OS X) AppleWebKit/603.1 (KHTML, like Gecko)  Chrome/51.0.2989.264 Mobile Safari/535.7"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_2_1; en-US) Gecko/20100101 Firefox/57.2
windows,"Mozilla/5.0 (Windows NT 6.2; Win64; x64; en-US) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/50.0.2883.116 Safari/603"
mobile,"Mozilla/5.0 (Linux; U; Android 5.1; SM-G9350FD Build/MMB29M) AppleWebKit/537.42 (KHTML, like Gecko)  Chrome/50.0.1126.372 Mobile Safari/537.3"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_3; en-US) Gecko/20100101 Firefox/49.6
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_0; like Mac OS X) AppleWebKit/602.3 (KHTML, like Gecko)  Chrome/50.0.2822.284 Mobile Safari/537.2"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_6) AppleWebKit/535.34 (KHTML, like Gecko) Chrome/54.0.3763.144 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_3) AppleWebKit/537.25 (KHTML, like Gecko) Chrome/54.0.3172.272 Safari/536"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_9; like Mac OS X) AppleWebKit/601.35 (KHTML, like Gecko)  Chrome/49.0.2759.278 Mobile Safari/602.7"
android,"Mozilla/5.0 (Linux; U; Android 5.0; HTC 80:number1-2e Build/JSS15J) AppleWebKit/534.38 (KHTML, like Gecko)  Chrome/55.0.3391.101 Mobile Safari/600.4"
android,"Mozilla/5.0 (Android; Android 4.4.4; ALCATEL ONE TOUCH 7022D Build/KOT49H) AppleWebKit/600.5 (KHTML, like Gecko)  Chrome/53.0.3681.189 Mobile Safari/536.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1_7; like Mac OS X) AppleWebKit/601.49 (KHTML, like Gecko)  Chrome/50.0.3591.146 Mobile Safari/601.8"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64; en-US) Gecko/20100101 Firefox/54.0
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/51.1
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 9_5_9; like Mac OS X) AppleWebKit/537.33 (KHTML, like Gecko)  Chrome/51.0.3251.271 Mobile Safari/536.1"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.1; SM-E500F Build/KTU84P) AppleWebKit/534.40 (KHTML, like Gecko)  Chrome/52.0.2189.332 Mobile Safari/537.5"
linux,"Mozilla/5.0 (U; Linux i665 ; en-US) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/51.0.3376.191 Safari/535"
linux,"Mozilla/5.0 (U; Linux i576 ; en-US) AppleWebKit/537.41 (KHTML, like Gecko) Chrome/55.0.3798.383 Safari/600"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64; en-US) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/52.0.3453.138 Safari/534.9 Edge/17.56512"
mobile,"Mozilla/5.0 (Linux; U; Android 7.0; Pixel C Build/NME91E) AppleWebKit/600.14 (KHTML, like Gecko)  Chrome/53.0.2627.381 Mobile Safari/533.3"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_7_2; like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko)  Chrome/47.0.3844.369 Mobile Safari/603.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_4; like Mac OS X) AppleWebKit/601.25 (KHTML, like Gecko)  Chrome/51.0.1792.121 Mobile Safari/603.3"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.2; x64; en-US Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_1; like Mac OS X) AppleWebKit/603.9 (KHTML, like Gecko)  Chrome/48.0.2524.207 Mobile Safari/536.3"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/600.5 (KHTML, like Gecko) Chrome/54.0.3759.115 Safari/603"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_7_3; en-US) Gecko/20100101 Firefox/55.0
firefox,Mozilla/5.0 (Windows NT 6.3; x64; en-US) Gecko/20100101 Firefox/72.5
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2; WOW64; en-US) AppleWebKit/535.12 (KHTML, like Gecko) Chrome/55.0.1629.334 Safari/603.0 Edge/18.21953"
edge,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/51.0.1948.256 Safari/601.5 Edge/12.88768"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/55.0.1507.372 Safari/536.2 Edge/8.34677"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/48.0.1006.282 Safari/601.1 Edge/9.58994"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US) Gecko/20100101 Firefox/48.6
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) AppleWebKit/535.28 (KHTML, like Gecko) Chrome/54.0.3128.294 Safari/537.6 Edge/13.86037"
android,"Mozilla/5.0 (Android; Android 6.0.1; SM-D925F Build/MMB29K) AppleWebKit/601.33 (KHTML, like Gecko)  Chrome/47.0.2752.400 Mobile Safari/533.2"
windows,"Mozilla/5.0 (Windows NT 6.2;; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/49.0.2664.239 Safari/601.4 Edge/18.66002"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; en-US) Gecko/20100101 Firefox/65.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1; like Mac OS X) AppleWebKit/534.4 (KHTML, like Gecko)  Chrome/47.0.1332.335 Mobile Safari/535.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_9; like Mac OS X) AppleWebKit/603.15 (KHTML, like Gecko)  Chrome/47.0.3153.392 Mobile Safari/600.8"
linux,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/50.0.3878.359 Safari/535"
android,"Mozilla/5.0 (Linux; U; Android 5.1; MOTOROLA XT1021 Build/LPD23) AppleWebKit/537.3 (KHTML, like Gecko)  Chrome/49.0.3879.368 Mobile Safari/601.5"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_2) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/49.0.2184.380 Safari/533"
android,"Mozilla/5.0 (Android; Android 6.0; SAMSUNG SM-G920L Build/MDB08I) AppleWebKit/600.9 (KHTML, like Gecko)  Chrome/47.0.2619.108 Mobile Safari/534.2"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7) AppleWebKit/533.34 (KHTML, like Gecko) Chrome/55.0.2769.349 Safari/601"
android,"Mozilla/5.0 (Linux; Android 5.0.1; SM-G801T Build/KOT49I) AppleWebKit/603.47 (KHTML, like Gecko)  Chrome/51.0.3868.267 Mobile Safari/534.8"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 10_3_1; like Mac OS X) AppleWebKit/535.6 (KHTML, like Gecko)  Chrome/50.0.1766.134 Mobile Safari/601.2"
windows,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/537.7 (KHTML, like Gecko) Chrome/47.0.3325.120 Safari/534.1 Edge/16.91364"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3;; en-US) AppleWebKit/536.32 (KHTML, like Gecko) Chrome/47.0.2263.261 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_3; like Mac OS X) AppleWebKit/601.37 (KHTML, like Gecko)  Chrome/52.0.1534.197 Mobile Safari/533.8"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.0;; en-US Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.3; x64 Trident/7.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_5) Gecko/20130401 Firefox/56.8
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/534.29 (KHTML, like Gecko) Chrome/50.0.2364.181 Safari/602"
linux,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/59.5
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Win64; x64; en-US Trident/4.0)
